992:5767,13016,3086,16036,10217,5122,5122,2715,1898,16404
993:9929,12360,12625,6765,6455,4643,4772,23867,5849,7874
998:5658,12066,2658,4292,8095,22308,2193,1165,15861,1760
1000:3017,9080,5119,1044,4385,6613,5929,8095,8150,8398
1007:654,654,616,19421,6535,302,1213,10146,84,654
1027:10267,9531,5480,9417,11255,3153,5023,2888,7838,8860
1028:1102,518,2669,654,302,12360,1102,4834,736,861
1044:13948,10491,15507,18449,9518,7059,10707,25635,1119,10474
1045:4268,486,1804,10141,2369,542,1102,554,10181,490
1049:10048,8167,12202,25635,4354,6230,2060,13016,4103,1534
1068:3,4,6,8,10,11,13,14,15,17
1069:3521,2658,6249,4652,1957,6759,654,654,13917,616
1070:11444,12360,289,518,714,9077,30286,84,654,17429
1082:9417,3153,5023,9538,654,4091,984,616,518,661
1083:3,4,6,8,10,11,13,14,15,17
1088:4904,3313,2172,2024,8150,12133,4414,5287,7166,6836
1094:1102,16036,654,289,2030,518,13948,6315,4268,692
1116:3,4,6,8,10,11,13,14,15,17
1121:3,4,6,8,10,11,13,14,15,17
1125:17071,7910,7211,6230,289,518,10369,13917,12634,84
1127:1086,8150,9594,12861,354,1403,4499,9347,131,2831
1132:654,861,1578,4907,1332,103,736,486,650,4499
1133:1102,1086,5119,5119,2640,4604,518,5699,3989,302
1140:302,6535,5708,13975,4628,654,4374,1602,1213,486
1141:4414,1600,6759,3304,2068,4702,9850,1982,5517,10695
1148:2982,2904,13458,5512,6552,1991,1131,2995,1077,4453
1153:19871,1102,19871,17567,8660,518,714,518,84,109
1163:3,4,6,8,10,11,13,14,15,17
1166:2379,6759,1631,1580,7211,4268,4354,1100,2743,4268
1172:2698,12066,7910,3233,8095,8902,9080,2494,4802,1804
1192:1102,9929,518,9311,2831,1624,944,7317,7874,12872
1204:2024,5819,1332,8665,1476,1511,3563,2233,754,13522
1208:8056,14700,3101,3313,1511,4068,7407,1578,4497,1476
1209:9417,3153,5023,984,661,463,7711,1013,4873,14226
1234:11255,13567,13567,12254,5480,8860,14226,2685,8860,1867
1236:440,12259,13341,2956,1419,7849,8111,10020,11444,14059
1245:899,1187,1187,2162,10054,302,654,1187,2162,12776
1263:10100,19421,9538,654,58,3313,302,654,861,10146
1267:6249,302,654,11803,58,84,1471,2430,1776,616
1269:4825,10041,16404,3172,4568,3374,8056,14809,5119,12990
1288:3,4,6,8,10,11,13,14,15,17
1295:654,654,2029,616,518,6675,15201,6007,84,654
1296:1086,654,861,226,1403,654,1535,736,650,564
1302:1086,654,616,1277,302,5996,3929,84,1374,2233
1305:654,861,690,2687,736,902,650,1509,2733,3563
1342:518,84,1102,101,616,289,787,1405,650,17
1382:18593,131,7508,2428,4499,1561,5421,5421,11351,12360
1389:3,4,6,8,10,11,13,14,15,17
1391:10369,20288,8056,12202,13704,18447,29900,5849,6675,9452
1397:21380,17071,22606,11720,22689,10695,14885,17015,14593,16680
1402:654,58,15869,302,542,1102,14998,554,1578,10100
1405:3,4,6,8,10,11,13,14,15,17
1407:3,4,6,8,10,11,13,14,15,17
1408:4268,6210,4292,15914,3313,2980,616,3233,564,3142
1409:3017,5929,654,616,5929,866,302,5182,84,2193
1412:10040,4643,8259,3805,9916,10455,8130,11459,6292,11223
1413:1102,654,4368,5119,23867,1749,6675,616,10834,518
1418:1102,14152,654,1749,518,518,84,692,302,654
1419:1352,4755,1712,1923,3172,4568,4825,10041,8056,14809
1420:692,486,4025,15141,354,490,23867,4268,2233,2233
1427:2831,13917,10295,9080,2640,4354,7514,7257,8746,289
1430:654,861,616,736,650,650,736,902,698,5182
1431:289,654,302,58,654,554,302,2369,8056,518
1435:2696,2403,2750,1827,518,2714,84,1524,4106,4048
1437:1196,861,486,1140,23867,616,7560,430,3190,483
1441:3,4,6,8,10,11,13,14,15,17
1447:4268,3233,2115,2698,12776,5119,4368,131,4499,6793
1448:3789,5117,5150,4194,7160,4499,11973,3736,4755,3476
1457:3,4,6,8,10,11,13,14,15,17
1458:2696,5119,7491,5725,20195,3521,5157,2658,20195,5119
1469:9347,518,84,20195,7166,5699,8130,4106,1374,542
1477:518,84,6450,12217,3383,12217,9850,4364,6247,10308
1486:6901,12093,1651,5023,4394,2632,4792,3789,1176,8733
1490:9594,8867,14259,4268,3162,1190,1631,4422,1287,2029
1491:302,654,4904,15337,1578,13241,58,84,616,1511
1500:2696,1827,2403,3207,2696,2403,2714,3017,2714,3506
1503:1102,518,9077,654,9538,302,1866,58,654,13975
1517:3,4,6,8,10,11,13,14,15,17
1518:4825,10041,10041,5624,10511,2583,1471,15201,1099,10713
1535:12253,12253,10075,23581,14750,13523,3101,14750,10682,302
1551:654,616,654,302,58,302,84,3231,6281,861
1552:3,4,6,8,10,11,13,14,15,17
1553:30286,5996,2617,3261,5927,18420,20195,5699,7257,8156
1559:409,4904,654,5991,616,501,354,861,13241,1476
1560:9332,7910,16036,6230,9432,518,10369,8056,9388,2698
1561:8746,1086,5119,5699,788,6477,12634,518,8056,2658
1562:9783,12254,654,616,8860,13194,302,11255,14593,84
1569:3,4,6,8,10,11,13,14,15,17
1570:14047,5655,2076,11718,3093,2789,7989,16404,20195,4210
1588:3,4,6,8,10,11,13,14,15,17
1589:9080,5119,2698,4385,6613,654,8095,5119,58,302
1591:3,4,6,8,10,11,13,14,15,17
1601:6457,10511,10786,2790,20195,14370,10256,8462,10511,7006
1602:3017,14793,13049,17071,3093,4439,7211,7160,1749,4268
1629:13917,2698,3233,3233,9929,9080,2494,5119,2557,7210
1634:3,4,6,8,10,11,13,14,15,17
1642:3017,5929,2499,5320,5929,302,3143,654,4354,5182
1653:24568,9185,12360,2193,542,5119,554,12859,2168,12442
1654:1187,654,9057,12360,616,4268,866,302,302,654
1655:1102,654,289,518,8089,554,944,486,1804,654
1668:12093,837,654,9929,10692,616,14155,302,302,654
1681:3915,10295,12023,2433,10474,20195,2748,10040,9691,1403
1703:3256,6210,13917,5119,1187,4354,2140,18449,14960,4268
1721:15861,10217,18030,19188,15914,10141,10295,10834,11720,12684
1727:490,1476,680,23503,9480,4522,15705,12202,12259,23512
1728:1102,861,9331,4326,1476,3539,736,10012,1196,902
1745:4499,947,1410,119,2200,967,1023,364,1987,787
1746:8150,12360,9598,15182,13384,13988,14700,15914,8546,14554
1751:7468,5512,9722,7468,10217,974,4647,4481,8056,7231
1756:24568,302,654,2193,5119,12859,12442,902,58,84
1758:3231,2557,5575,1086,554,1804,8873,2200,554,1511
1761:13895,14754,18704,10778,16188,11973,14237,11813,3,4
1767:1187,9691,2162,2259,1102,8733,4021,861,3265,6030
1779:3,4,6,8,10,11,13,14,15,17
1780:3,4,6,8,10,11,13,14,15,17
1783:440,1125,4068,654,861,24568,5119,21735,2115,3326
1787:1102,1086,654,616,11459,8056,518,7578,302,3407
1788:17071,8511,7211,7211,10267,7317,2204,3618,3756,7989
1794:1086,4218,1845,2597,13917,12442,3753,5991,2029,1776
1796:10041,10041,12990,289,9024,30286,302,654,10041,13567
1803:4072,12632,6862,654,5991,855,4578,13732,1102,7292
1820:3107,4825,3172,10041,7457,3172,10041,4755,7457,6434
1821:4268,774,999,1405,6598,10713,30286,947,9635,21735
1822:409,10474,392,542,554,3233,2717,15720,616,902
1823:654,616,11459,654,5708,1759,302,4628,58,10713
1840:22308,654,15507,24568,12634,58,10247,5998,10786,7508
1841:11255,7838,13567,12254,7994,14593,11255,14593,5023,7994
1842:289,554,518,861,902,518,1511,542,363,2030
1850:2193,902,616,1405,1102,564,554,542,787,2030
1853:866,2060,1820,8150,9347,1752,7409,2233,6455,4181
1854:20195,5929,6230,654,15201,616,2658,692,654,302
1862:8867,4671,19152,837,7622,9435,654,8546,9045,6477
1880:899,1187,1187,2162,6450,2162,226,875,1119,4420
1883:1389,8579,7457,1086,8151,3172,5925,4755,302,14755
1890:14750,302,23581,654,999,58,84,616,29,2538
1891:861,15,654,58,302,518,29,616,650,162
1893:2658,2029,8746,6675,15201,5462,12625,9347,3261,8521
1894:23581,654,4357,3717,302,654,4268,9185,2369,616
1911:3,4,6,8,10,11,13,14,15,17
1912:10713,19616,1509,1772,3235,11625,2266,3249,2944,11459
1913:18062,7672,5533,3093,8769,2976,5119,2750,3646,9080
1930:13049,10541,14793,10541,2548,8069,3196,5111,3704,6315
1932:10039,3568,5097,4834,7231,6063,6397,7910,6996,11535
1950:151,3017,7477,7317,7059,5929,1187,14700,578,2535
1951:3,4,6,8,10,11,13,14,15,17
1952:837,654,8746,616,654,9538,1866,302,58,5602
2005:654,12634,616,15201,30286,3261,6535,1759,302,12442
2017:3,4,6,8,10,11,13,14,15,17
2025:3,4,6,8,10,11,13,14,15,17
2030:6108,16404,5767,3313,15914,7956,14174,2531,3137,14892
2034:3,4,6,8,10,11,13,14,15,17
2038:2369,8881,4414,2233,8150,2018,4702,16409,4834,5991
2046:10492,17646,17567,19871,13988,9101,11488,4600,16597,15484
2058:3,4,6,8,10,11,13,14,15,17
2068:2293,6210,2640,4354,5699,2030,6210,19616,2640,9057
2070:2193,902,616,1405,1102,564,554,542,787,2030
2071:4834,2750,2789,12133,17071,646,7211,4368,22980,1749
2072:1102,1187,518,518,84,2162,4420,2162,654,302
2074:7831,8867,1340,3618,3112,14761,2557,4320,6906,14147
2075:1116,1213,12360,11459,302,15507,24568,654,2687,4181
2076:3,4,6,8,10,11,13,14,15,17
2077:1102,7132,2698,9691,2115,654,2698,3292,518,8462
2080:6812,654,518,10369,84,6292,654,486,861,1804
2085:12133,14700,18449,5268,6732,9635,11625,4993,8259,12872
2097:3389,7672,289,5533,3093,8769,302,2743,6849,654
2112:5480,9417,5488,4425,719,463,1081,10020,1740,6678
2115:2698,4268,3233,9080,2494,2193,5634,5119,1405,13975
2116:3389,12253,8861,4652,12253,24568,13065,4203,3101,14750
2123:2162,1102,6450,654,9388,518,6450,14675,1187,4420
2135:2557,8873,2200,4268,2733,1744,5117,2955,5420,5699
2141:3,4,6,8,10,11,13,14,15,17
2147:6673,29900,11834,10075,10369,15484,7225,13567,18124,14750
2154:3107,3172,4873,2888,4190,8860,8860,14593,984,4568
2160:11444,8746,289,5462,9311,3194,8457,1776,2029,5996
2162:5023,4394,2632,4792,3789,8733,5557,9417,6678,16956
2170:7514,6477,12634,6535,4106,12634,8095,7317,9635,11444
2177:3,4,6,8,10,11,13,14,15,17
2184:654,2030,3582,2976,302,654,542,616,554,5991
2185:6535,4068,624,1804,1086,4958,3313,2831,554,834
2187:3,4,6,8,10,11,13,14,15,17
2211:226,10541,12508,138,1196,1462,1535,2548,861,486
2223:1511,3484,6916,1535,2292,1152,564,508,546,1987
2243:4292,13420,5725,4499,8150,4357,7994,7841,2028,947
2244:3017,2499,8056,1213,5320,3915,5929,7578,3143,3864
2247:2088,11571,11571,22980,22980,3249,11209,3249,1187,11209
2250:3,4,6,8,10,11,13,14,15,17
2253:17071,8511,7211,7841,12876,2204,3756,7989,3407,8511
2260:3,4,6,8,10,11,13,14,15,17
2261:1086,9057,5119,10610,518,9057,84,2698,302,6450
2262:3,4,6,8,10,11,13,14,15,17
2290:2535,5725,8730,10146,4707,578,7477,4772,289,11459
2291:654,616,302,84,3563,8187,1102,224,861,1424
2293:2193,5119,902,7874,17429,25635,518,4368,616,1405
2301:3,4,6,8,10,11,13,14,15,17
2302:5587,16229,2696,8398,3,4,6,8,10,11
2304:4792,7994,3601,5557,4877,5023,9531,10267,12254,4873
2318:2696,14152,3389,1086,8150,2403,1957,7910,10466,11803
2325:302,6450,654,58,84,616,4420,29,4299,354
2335:2696,14047,2403,1827,2115,2698,3292,15201,2714,1524
2343:3,4,6,8,10,11,13,14,15,17
2346:1405,1023,508,5998,354,1535,564,1462,301,289
2347:3,4,6,8,10,11,13,14,15,17
2348:17071,2379,8511,7211,7211,7211,654,16676,1759,58
2362:3,4,6,8,10,11,13,14,15,17
2363:2030,3632,1983,5925,1960,5514,3101,2181,3231,10040
2364:518,542,363,1804,302,861,1348,554,859,650
2369:7468,1644,1508,1419,4481,2579,5512,3373,2046,12872
2373:1405,1023,508,5998,354,1535,564,1462,301,289
2381:2655,8986,12625,9347,6535,12259,9635,15861,1213,2552
2382:2140,13917,12776,5119,9902,2966,12776,4604,616,564
2384:899,1187,1187,2162,2162,875,1119,1119,4299,3184
2385:1102,7874,17429,861,9518,7843,7869,9598,1476,7006
2392:3,4,6,8,10,11,13,14,15,17
2393:1749,5119,13522,25635,5655,9080,10217,3093,6457,4880
2394:4368,302,654,2163,7194,9432,654,7231,13420,15201
2395:837,4707,654,654,616,11459,8056,10040,12360,3582
2399:19871,10492,17567,5488,17646,5480,9783,10752,4873,1684
2405:9080,11459,2976,6535,8150,12634,8398,5119,654,5413
2407:10039,14147,5150,20288,5663,9289,7360,23867,14755,6088
2408:302,654,58,84,616,29,354,1102,138,301
2419:3,4,6,8,10,11,13,14,15,17
2429:5791,8016,2024,3014,2976,10310,1622,6033,1372,3065
2447:654,654,616,302,84,1102,616,861,162,1102
2452:3,4,6,8,10,11,13,14,15,17
2453:3,4,6,8,10,11,13,14,15,17
2454:4825,10041,10041,4696,4825,9572,4798,5699,12634,20195
2456:654,1102,616,1102,861,354,650,542,861,1476
2461:1102,1086,654,6675,616,518,518,7560,84,2361
2464:654,654,866,58,302,616,6535,2535,8150,578
2465:302,654,2557,2557,58,84,5699,3389,616,3867
2469:1086,4218,13016,13917,1845,2597,302,15507,24568,654
2489:2259,9531,5480,7711,984,4071,8860,2153,2103,7838
2491:3,4,6,8,10,11,13,14,15,17
2499:13523,11888,10181,6030,8056,14675,18447,23503,29900,30286
2500:19152,654,8860,1081,14259,302,654,1528,1400,15535
2501:3,4,6,8,10,11,13,14,15,17
2505:11444,654,5708,4628,6598,8056,13704,1602,7231,5746
2510:11813,3618,3789,5517,4880,5738,3086,4071,8973,11467
2515:616,1196,564,861,486,736,302,1140,616,430
2518:30286,2698,3522,8150,6207,4420,4522,4223,6824,8056
2520:1086,10041,4268,8089,3313,4825,10310,2669,20330,5495
2521:9077,302,654,226,654,1535,9894,15573,58,84
2524:3,4,6,8,10,11,13,14,15,17
2536:3017,10040,9080,5929,7514,7257,15914,5929,11351,692
2541:2162,6450,12634,4420,4834,654,861,2831,8150,3680
2547:224,650,1245,289,3429,1772,1245,787,4181,4025
2553:3,4,6,8,10,11,13,14,15,17
2558:9531,5488,14226,14226,5488,10267,5480,13194,12254,4873
2560:15201,3261,8016,2193,2302,8150,1102,1578,6996,2535
2563:1776,8546,7257,3088,22980,2499,1776,1794,4900,9311
2573:9929,5119,5708,4628,1876,5699,3476,1602,8546,7910
2591:12360,9929,1578,2947,937,2619,7317,9480,1476,8746
2596:7166,7932,10686,2947,10181,2428,10310,8056,13302,23867
2597:262,780,3423,731,3137,7211,5767,500,1749,229
2601:8867,2293,2433,12861,3034,5512,15535,2543,7468,19152
2604:3,4,6,8,10,11,13,14,15,17
2611:1389,8579,8151,8579,5119,16776,13522,25635,9080,10217
2612:8746,15861,5610,20195,788,8986,6007,12360,10491,14018
2615:2696,2268,2403,22889,10141,654,1827,654,616,2714
2625:3207,2714,3506,226,7506,10046,4268,138,1462,1535
2626:7672,654,5533,616,6230,3093,8769,302,14755,302
2634:2233,4499,3250,9572,9347,4364,5000,7210,4113,5567
2636:654,302,654,616,5303,58,84,1102,354,616
2639:4697,1551,1508,2955,1405,1475,3233,1410,1578,2193
2650:3,4,6,8,10,11,13,14,15,17
2661:3,4,6,8,10,11,13,14,15,17
2663:3,4,6,8,10,11,13,14,15,17
2666:13302,14809,4904,8187,14761,7841,13241,10640,29900,13267
2676:3,4,6,8,10,11,13,14,15,17
2689:6675,2046,3646,12634,2617,7257,3065,4828,4005,6007
2693:790,534,2026,5010,7146,2149,10850,5689,703,5731
2708:2140,10054,13917,4068,2193,654,4364,12776,12133,5119
2709:7358,5119,10054,16776,4604,4292,7210,1820,20195,392
2713:2268,1951,2193,902,7477,4919,364,2115,616,1405
2715:5480,5480,7838,9417,13567,8860,7994,5488,7994,9531
2716:3,4,6,8,10,11,13,14,15,17
2727:654,14174,9432,1102,616,10786,1102,12023,861,354
2730:899,1187,15861,1187,20195,2310,14960,4268,5711,6477
2731:654,654,616,3101,302,302,654,84,3265,17480
2734:3,4,6,8,10,11,13,14,15,17
2735:10041,10041,4755,12990,518,1712,84,4825,4755,3172
2737:3233,4204,4025,2193,1804,2935,1382,2302,6203,3184
2745:8867,4671,19152,7622,9435,8772,13501,12861,6793,7984
2746:3,4,6,8,10,11,13,14,15,17
2748:3,4,6,8,10,11,13,14,15,17
2756:302,654,3231,6535,58,84,6548,8462,616,4423
2760:654,861,1102,654,4834,1578,1332,103,861,736
2776:3,4,6,8,10,11,13,14,15,17
2799:19421,1875,1065,3506,710,1002,4798,4513,14955,1256
2802:3,4,6,8,10,11,13,14,15,17
2803:3,4,6,8,10,11,13,14,15,17
2804:224,289,1772,1245,5514,554,1804,861,483,490
2805:3,4,6,8,10,11,13,14,15,17
2812:302,15507,24568,654,10511,7508,12442,654,861,5421
2815:9783,8733,14226,8860,2259,998,661,7180,1740,5023
2827:6582,7059,7841,6548,4025,8946,3233,5575,5929,3169
2831:654,302,654,654,861,2024,616,1424,58,84
2846:6210,654,616,302,3313,944,10316,486,13917,84
2848:654,289,616,302,554,2060,6943,84,2369,3231
2853:3,4,6,8,10,11,13,14,15,17
2854:899,1187,2162,4420,2162,2935,875,6450,1119,1002
2857:3,4,6,8,10,11,13,14,15,17
2858:6759,654,654,616,302,84,2193,616,861,162
2861:4444,8867,2302,4513,674,2060,9850,3429,10474,288
2871:4755,1712,4825,10041,5545,13660,3107,5545,2880,4568
2907:654,58,302,239,1624,616,13975,162,1800,84
2912:6395,17071,17567,2998,3376,18420,12750,20330,5000,5545
2914:1102,518,6535,10493,10310,654,1213,861,15914,5495
2924:7838,3196,2880,5538,5117,10310,2917,9572,4268,3086
2925:4425,8066,5287,5398,12118,5405,7031,9790,15914,22606
2947:3,4,6,8,10,11,13,14,15,17
2951:3,4,6,8,10,11,13,14,15,17
2959:696,636,1511,5575,2029,2233,4967,3088,983,1573
2960:1389,8579,8151,8579,14554,4268,392,2369,3233,25635
2963:13522,7257,3855,4257,5731,3313,8902,7166,9850,18420
2965:11755,5023,7235,14593,4792,13660,2770,3,4,6
2967:15914,2976,4268,5699,3476,11625,16036,2369,14554,10859
2970:3429,542,6397,2185,1804,3323,787,6243,2469,554
2977:8665,18124,7006,8398,15507,2433,10713,9106,8115,12632
2981:1776,7257,654,2499,302,9531,654,12634,2024,3915
2989:3261,1187,983,187,10474,1683,2748,5820,5927,2266
2990:9127,10348,13341,6311,8111,14809,534,3211,9054,10985
3002:3,4,6,8,10,11,13,14,15,17
3004:7838,14593,4792,7994,8860,11255,12254,14593,4877,7711
3011:3,4,6,8,10,11,13,14,15,17
3013:8867,4671,19152,7622,9435,8772,3915,3864,11535,13522
3037:3,4,6,8,10,11,13,14,15,17
3038:6535,4958,3841,4765,14675,3197,4542,3546,6732,13838
3044:302,16776,654,58,84,2469,616,29,4604,3162
3070:4146,10692,6901,2316,8100,8902,12259,14675,3046,4541
3081:354,736,654,1102,518,3855,4113,302,10310,8056
3100:654,616,302,84,861,162,289,1102,542,518
3102:14226,11255,8733,8860,7180,16956,3601,16188,7711,5023
3105:654,861,736,650,902,859,1102,1332,1196,1405
3107:17071,4873,22689,7211,4966,12990,6395,17071,7211,9531
3110:11444,9452,13458,17429,15398,4268,6230,7578,364,13522
3111:3588,302,654,10181,1804,25635,5542,11755,4630,3707
